Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,FamilySize
1,3,-0.4120367744322925,0,2,-0.312172377522981,False,False,True,2
0,3,-0.5657364610748749,0,0,-0.49145565916975514,True,False,True,0
0,3,0.1259121288167458,0,0,-0.4902797934380587,False,False,True,0
0,2,1.2786597786361136,0,0,-0.12491978668775715,True,False,True,0
0,2,-0.48888661775358366,0,0,-0.43700743807979686,True,False,True,0
1,2,-0.10463740114712775,0,0,-0.393717860628643,False,False,True,0
1,3,0.7407108753870753,0,0,-0.4888542575852486,True,False,True,0
0,3,-0.2583370877897101,0,0,-0.4863374216869257,True,False,True,0
0,3,-0.642586304396166,1,0,-0.4505983519307405,False,False,True,1
0,3,-0.10463740114712775,1,0,-0.32928686163157667,True,False,True,1
0,3,-0.7194361477174572,0,0,-0.47400492578514347,False,False,True,0
0,2,0.3564616587806193,1,0,-0.22559322262067316,True,False,True,1
0,3,1.6629089952425693,0,0,-0.49237782784290063,True,False,True,0
1,2,-2.0258834841794076,1,1,-0.2708962687904854,True,False,True,2
0,3,-0.642586304396166,0,0,-0.4918744606632361,True,False,True,0
0,3,-0.10463740114712775,3,1,-0.13565761536436197,False,False,True,4
0,3,-0.10463740114712775,0,0,-0.4894421904510968,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.5103319284071769,True,True,False,0
1,1,0.2796118154593281,1,0,1.163700193253568,False,True,False,1
0,2,-0.10463740114712775,0,0,-0.6484216535389205,True,False,True,0
1,3,1.1249600919935312,0,0,-0.4888542575852486,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.4863374216869257,False,False,True,0
1,2,0.3564616587806193,1,1,0.005955680025033692,False,False,True,2
1,2,-0.8731358343600395,0,2,-0.3866707201133388,False,False,True,2
0,2,0.0490622854954546,0,0,-0.3866707201133388,True,False,True,0
0,3,-1.487934580930369,0,2,-0.1621689579829361,False,False,True,2
0,3,-0.10463740114712775,0,0,-0.4894421904510968,True,False,False,0
0,3,-0.642586304396166,0,0,-0.49271407711891657,True,True,False,0
0,3,-0.027787557825836577,0,0,-0.4898609919445778,True,False,True,0
0,3,-0.10463740114712775,1,1,-0.35848215805212236,False,False,True,2
0,3,-0.8731358343600395,1,1,-0.2414492887801075,True,False,True,2
0,3,-0.10463740114712775,0,0,-0.5024451714361923,True,False,True,0
1,2,-0.10463740114712775,1,0,-0.12491978668775715,False,False,True,1
1,2,-0.7962859910387483,0,0,-0.12491978668775715,False,False,True,0
0,3,-0.10463740114712775,0,0,-0.49237782784290063,True,True,False,0
1,3,0.20276197213803696,0,0,-0.4863374216869257,True,False,True,0
1,1,-0.10463740114712775,0,0,-0.11384570873513637,True,False,True,0
1,3,-0.10463740114712775,1,0,-0.32425318983493084,False,False,True,1
1,2,0.9712604053509487,1,0,-0.12491978668775715,False,False,True,1
0,3,-0.9499856776813307,0,0,-0.5049620073345151,True,False,True,0
0,1,1.586059151921278,1,0,0.4771073601910807,True,False,True,1
1,1,-1.1805352076452043,1,2,1.7677408088510642,False,False,True,3
0,3,-0.642586304396166,2,2,0.0437082184998772,False,False,True,4
1,2,-0.4120367744322925,2,3,-0.2708962687904854,False,False,True,5
0,1,2.6619569584193545,1,4,4.647001076532463,True,False,True,5
0,2,0.1259121288167458,0,0,-0.43700743807979686,True,False,True,0
1,2,1.2018099353148224,1,1,-0.11988611489111134,False,False,True,2
0,3,-0.7194361477174572,0,0,-0.45714212526638004,True,False,True,0
0,3,-0.3351869311110013,1,0,-0.4918744606632361,True,False,True,1
1,2,-0.10463740114712775,0,0,-0.3866707201133388,False,False,True,0
1,3,-0.10463740114712775,0,0,-0.48507900373776425,True,False,True,0
1,1,-1.9490336408581161,0,2,0.9997696105865636,True,False,True,2
1,2,-1.2573850509664954,0,1,-0.255795253400548,False,False,True,1
1,1,0.3564616587806193,0,0,-0.11384570873513637,True,False,True,0
1,3,-1.872183797536825,2,1,-0.26066180729354516,False,False,False,3
1,1,1.7397588385638605,0,0,-0.03431369434813272,True,False,True,0
0,2,0.5101613454232017,1,2,-0.08968408411123653,True,False,True,3
0,3,-0.10463740114712775,1,0,-0.2463983948905696,True,False,True,1
0,1,0.0490622854954546,0,0,-0.08968408411123653,True,False,False,0
1,1,1.509209308599987,1,0,1.145663540471827,True,False,False,1
0,3,-0.10463740114712775,0,0,-0.4863374216869257,True,False,True,0
1,3,-0.027787557825836577,0,0,-0.4894421904510968,True,False,False,0
0,1,2.7388068017406457,0,0,-0.11384570873513637,True,False,True,0
1,1,-0.10463740114712775,1,0,0.395813560675251,False,False,True,1
1,2,1.586059151921278,0,0,-0.43700743807979686,False,False,True,0
0,3,-0.10463740114712775,0,0,-0.49237782784290063,True,True,False,0
1,1,1.4323594652786957,0,0,-0.11384570873513637,True,False,True,0
0,3,0.3564616587806193,0,0,-0.4863374216869257,True,False,True,0
0,1,1.3555096219574045,0,0,0.12676380314453292,True,False,True,0
0,2,1.4323594652786957,0,0,-0.3866707201133388,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.4863374216869257,True,False,True,0
0,3,0.6638610320657841,0,0,-0.5064721088735089,True,False,True,0
0,2,-0.10463740114712775,0,0,-0.6484216535389205,True,False,True,0
0,1,2.047158211849025,0,0,-0.11384570873513637,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.4928811950225652,True,True,False,0
1,3,-2.1987956316523127,2,1,-0.26066180729354516,False,False,False,3
0,3,-0.10463740114712775,0,0,-0.5024451714361923,True,False,True,0
0,3,0.6638610320657841,0,0,-0.47400492578514347,True,False,True,0
1,2,0.2796118154593281,1,2,-0.08968408411123653,False,False,True,3
1,2,-0.48888661775358366,0,0,-0.3707300882677209,False,False,False,0
0,3,-0.5657364610748749,0,0,-0.45034666834090825,False,False,True,0
0,1,-0.10463740114712775,0,0,0.39858208016340624,True,False,True,0
0,2,0.3564616587806193,1,0,-0.22559322262067316,True,False,True,1
0,3,-0.027787557825836577,1,0,-0.5065566745596926,True,False,True,1
0,3,-0.5657364610748749,0,0,-0.4969926981460655,True,False,True,0
1,3,-2.1027333275006987,0,1,-0.4010166847337793,False,False,True,1
0,3,-1.5647844242516602,5,2,0.2958951755118318,True,False,True,7
0,2,-0.10463740114712775,0,0,-0.6484216535389205,True,False,True,0
0,3,1.586059151921278,0,0,-0.4863374216869257,True,False,True,0
1,3,2.5851071150980633,0,0,-0.455380340137554,False,False,True,0
1,1,-0.3351869311110013,1,0,1.1854295476653287,True,False,False,1
0,3,-0.10463740114712775,3,1,-0.13565761536436197,False,False,True,4
1,1,0.4333115021019105,1,0,1.163700193253568,False,False,True,1
0,1,2.2008578984916074,0,0,-0.0504214440973993,True,False,False,0
0,3,0.0490622854954546,0,0,-0.4863374216869257,True,False,True,0
1,3,-1.5647844242516602,1,1,-0.32828012727224753,True,False,True,2
0,3,-0.10463740114712775,1,0,-0.2463983948905696,True,False,True,1
0,3,-0.642586304396166,0,0,-0.5024451714361923,True,False,True,0
0,1,1.970308368527734,0,0,-0.03431369434813272,True,False,True,0
0,1,3.199905861668393,0,0,0.3483299278831318,True,False,False,0
0,3,-0.642586304396166,0,0,-0.4863374216869257,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.3573083057891445,True,False,False,0
1,1,1.8934585252064429,1,0,0.9274538680872313,False,False,False,1
0,3,-0.10463740114712775,0,0,-0.3443878770215141,True,False,True,0
0,1,-0.3351869311110013,1,2,2.4029901895877646,False,False,True,3
0,3,-0.4120367744322925,0,0,-0.49145565916975514,True,False,True,0
0,3,-0.9499856776813307,0,0,-0.47400492578514347,True,False,True,0
0,3,-0.642586304396166,0,0,-0.49237782784290063,False,True,False,0
0,3,-0.10463740114712775,0,0,-0.4948100980550399,False,True,False,0
0,3,0.5870111887444929,0,0,-0.455380340137554,False,False,True,0
1,1,-1.0268355210026219,0,0,1.093228788100527,False,False,True,0
0,1,-0.8731358343600395,1,0,1.5442457810799908,True,False,False,1
1,2,0.2796118154593281,0,2,-0.12491978668775715,False,False,True,2
1,1,-0.10463740114712775,0,0,-0.11384570873513637,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.1948878246611338,True,False,True,0
1,3,-0.2583370877897101,0,0,0.48910360681684706,True,False,True,0
1,3,-0.027787557825836577,0,0,-0.49237782784290063,True,True,False,0
0,3,-0.10463740114712775,0,0,-0.4863374216869257,True,False,True,0
1,1,0.5101613454232017,0,0,-0.11913106412161445,True,False,True,0
1,1,1.8934585252064429,1,0,0.5475787653441219,False,False,False,1
0,3,-0.4120367744322925,0,0,-0.4974960653257301,True,False,True,0
0,1,1.3555096219574045,0,0,0.03657651229838946,True,False,True,0
1,2,0.3564616587806193,0,0,-0.43700743807979686,False,False,True,0
0,3,-0.10463740114712775,0,0,-0.1621689579829361,True,True,False,0
1,2,0.5101613454232017,1,0,-0.12491978668775715,False,False,True,1
0,3,0.20276197213803696,0,0,-0.4894421904510968,True,False,True,0
1,1,0.0490622854954546,0,0,1.2341715984066093,False,False,True,0
0,3,-0.5657364610748749,0,0,-0.4894421904510968,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.5029485386158568,True,False,False,0
1,1,1.1249600919935312,0,1,0.5189714017894245,False,False,False,1
0,3,-0.10463740114712775,0,0,-0.5028639729296732,True,False,False,0
0,3,0.855985640369012,0,0,-0.49237782784290063,True,True,False,0
1,2,1.586059151921278,0,0,-0.43700743807979686,False,False,True,0
0,1,-0.10463740114712775,0,0,3.817033162951754,True,False,True,0
0,3,0.7407108753870753,0,0,-0.4888542575852486,True,False,True,0
0,2,-0.48888661775358366,2,1,-0.41687275089321363,True,False,True,3
1,2,-2.1027333275006987,1,1,-0.12491978668775715,False,False,True,2
0,3,-0.10463740114712775,0,0,-0.5028639729296732,True,False,False,0
0,3,-0.9499856776813307,1,1,-0.5028639729296732,True,False,False,2
1,3,-0.10463740114712775,0,2,-0.19824427701513722,False,False,False,2
0,3,0.0490622854954546,0,0,-0.47400492578514347,False,False,True,0
1,2,-1.7184841108942426,0,2,-0.11988611489111134,False,False,True,2
0,1,1.2018099353148224,0,0,-0.11384570873513637,True,False,True,0
1,1,0.0490622854954546,0,0,1.4944124302931971,False,False,False,0
0,3,-0.10463740114712775,0,0,-0.35646868933346404,True,False,True,0
1,1,-0.5657364610748749,0,2,0.3482453621969482,False,False,False,2
1,1,0.5101613454232017,0,2,0.7811411367084872,False,False,True,2
0,3,-1.5647844242516602,4,2,-0.018709311778530763,False,False,True,6
0,3,-1.4110847376090778,4,2,-0.018709311778530763,False,False,True,6
1,2,0.20276197213803696,1,0,-0.12491978668775715,True,False,True,1
0,1,1.586059151921278,1,0,1.4944124302931971,True,False,False,1
0,1,2.6619569584193545,0,0,-0.12491978668775715,True,False,True,0
1,2,-0.7962859910387483,1,0,-0.12491978668775715,False,False,True,1
1,2,-0.10463740114712775,0,0,-0.3693045524149108,True,False,False,0
0,3,0.2796118154593281,1,1,-0.2351571990343002,True,False,True,2
1,2,-1.6416342675729514,1,1,0.09152810056801232,True,False,True,2
1,1,-0.9499856776813307,0,2,1.5841789061771412,True,False,False,2
0,2,-0.18148724446841893,0,0,-0.12491978668775715,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.49078316061772326,True,True,False,0
1,3,-0.5657364610748749,0,0,-0.5029485386158568,True,False,False,0
1,3,-0.5657364610748749,0,0,-0.4918744606632361,False,False,True,0
0,1,2.508257271776772,0,0,-0.11384570873513637,True,False,True,0
1,1,1.4323594652786957,1,0,0.1489119590497745,False,False,False,1
0,1,-0.10463740114712775,0,0,3.9327230485884233,True,False,False,0
1,1,0.7407108753870753,1,1,0.955306180872432,False,False,True,2
1,3,0.5101613454232017,1,0,-0.29807809649237277,False,False,True,1
0,3,-0.10463740114712775,0,0,-0.49237782784290063,True,True,False,0
0,3,0.8175607187083664,0,0,-0.4894421904510968,True,False,True,0
0,2,-0.10463740114712775,0,0,-0.3766033765200472,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.4863374216869257,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.4863374216869257,False,False,True,0
0,3,-0.4120367744322925,2,0,-0.1621689579829361,True,False,True,2
0,3,-0.7962859910387483,0,0,-0.4894421904510968,True,False,True,0
0,3,-0.027787557825836577,0,4,-0.22408312108167944,False,False,True,4
0,3,-0.10463740114712775,0,0,-0.5028639729296732,True,False,False,0
1,3,0.20276197213803696,0,0,-0.4902797934380587,True,False,True,0
1,2,2.508257271776772,0,0,-0.43700743807979686,True,False,True,0
1,1,1.8166086818851517,2,0,0.38809593507663365,False,False,True,2
1,1,0.5101613454232017,0,0,-0.11711759540295616,True,False,True,0
1,3,-0.10463740114712775,0,0,-0.49237782784290063,False,True,False,0
0,3,-1.0268355210026219,0,0,-0.4863374216869257,True,False,True,0
0,3,-0.7962859910387483,0,0,-0.35646868933346404,True,False,True,0
1,2,0.3564616587806193,0,0,-0.3866707201133388,False,False,True,0
1,1,0.7407108753870753,1,0,0.4771073601910807,False,False,True,1
0,3,-0.10463740114712775,1,0,-0.3573083057891445,False,False,False,1
1,3,0.20276197213803696,0,0,-0.4888542575852486,True,False,True,0
1,2,-0.3351869311110013,1,1,-0.044381037941424326,False,False,True,2
1,1,0.7407108753870753,1,1,1.5841789061771412,False,False,False,2
0,2,1.8934585252064429,0,0,-0.12491978668775715,True,False,True,0
0,1,0.5101613454232017,0,0,0.15948266982273065,True,False,False,0
0,3,-0.10463740114712775,0,0,-0.47299819142581434,True,False,False,0
1,1,-0.8731358343600395,0,2,0.955306180872432,False,False,True,2
0,2,1.3555096219574045,0,0,-0.3464013457401724,True,False,True,0
1,1,2.35455758513419,1,1,0.9462455716384695,True,False,False,2
0,3,-0.5657364610748749,0,0,-0.4863374216869257,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.4863374216869257,True,False,True,0
0,3,0.4333115021019105,0,0,-0.5049620073345151,True,False,True,0
1,1,1.7397588385638605,1,0,0.9274538680872313,False,False,False,1
0,3,1.3555096219574045,0,0,-0.5024451714361923,True,False,True,0
0,3,-0.10463740114712775,0,2,-0.49237782784290063,False,True,False,2
0,2,0.5870111887444929,1,0,-0.12491978668775715,True,False,True,1
0,3,0.5101613454232017,1,1,-0.1621689579829361,True,False,True,2
1,2,-0.10463740114712775,0,0,0.016023023618325295,False,False,True,0
0,3,1.509209308599987,0,0,-0.6484216535389205,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.5029485386158568,True,False,False,0
1,1,1.509209308599987,1,0,0.49782998024351216,True,False,False,1
1,2,-0.4120367744322925,2,1,-0.10478509950117394,False,False,True,3
0,3,-0.10463740114712775,0,0,-0.4894421904510968,True,False,True,0
0,1,-0.10463740114712775,0,0,0.2052890831722074,True,False,True,0
0,3,1.1249600919935312,0,0,-0.4863374216869257,True,False,True,0
1,1,0.4333115021019105,0,0,-0.11384570873513637,True,False,False,0
0,3,0.5101613454232017,1,0,-0.3353272677875516,True,False,True,1
0,3,0.0490622854954546,0,0,-0.4894421904510968,True,False,True,0
1,1,-0.18148724446841893,0,0,-0.03431369434813272,True,False,True,0
1,2,-0.5657364610748749,1,2,0.18876253192945994,False,False,False,3
1,1,0.8175607187083664,0,0,2.441497778832105,False,False,True,0
0,3,0.7407108753870753,1,5,-0.018709311778530763,False,False,True,6
0,3,-0.10463740114712775,0,0,-0.5064721088735089,True,False,True,0
1,3,-0.10463740114712775,1,0,-0.3363340021468808,False,True,False,1
0,3,-0.10463740114712775,0,0,-0.49237782784290063,True,True,False,0
0,3,0.4333115021019105,0,0,-0.4863374216869257,True,False,True,0
1,2,-0.4120367744322925,1,2,0.6603330135889879,False,False,True,3
0,3,0.3564616587806193,1,1,-0.35848215805212236,True,False,True,2
0,3,-0.2583370877897101,1,0,-0.32425318983493084,False,False,True,1
1,2,-1.9490336408581161,2,1,0.13683114673782454,False,False,True,3
0,2,-0.2583370877897101,0,0,-0.43700743807979686,True,False,True,0
0,3,-0.18148724446841893,1,0,-0.3573908580066095,True,False,False,1
1,1,0.9712604053509487,1,0,0.40974072380221066,True,False,True,1
1,3,-0.7194361477174572,1,1,-0.33146744825388363,True,False,False,2
0,3,-0.642586304396166,0,0,-0.4902797934380587,True,False,True,0
0,3,-0.642586304396166,0,0,-0.32425318983493084,True,False,True,0
0,1,2.431407428455481,0,0,0.0023475440811979503,True,False,True,0
0,2,2.124008055170316,0,0,-0.3997582667846179,True,True,False,0
1,1,-0.642586304396166,0,0,0.921244330558889,False,False,True,0
0,3,-0.2583370877897101,0,0,-0.4894421904510968,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.49271407711891657,True,True,False,0
1,1,3.891554451560013,0,0,-0.044381037941424326,True,False,True,0
0,3,1.6629089952425693,0,0,-0.5063875431873253,True,False,True,0
1,1,0.20276197213803696,0,0,-0.03431369434813272,True,False,False,0
0,1,-0.10463740114712775,0,0,-0.6484216535389205,True,False,True,0
0,3,-1.5647844242516602,3,2,-0.08666388103324908,False,False,True,5
1,2,-0.10463740114712775,0,0,-0.3866707201133388,False,False,True,0
0,3,0.20276197213803696,0,0,-0.4888542575852486,True,False,True,0
0,2,0.1259121288167458,1,1,-0.11988611489111134,True,False,True,2
0,3,0.8944105620296575,0,5,0.1506737441786005,False,False,True,5
0,3,-0.10463740114712775,1,0,-0.32425318983493084,True,False,True,1
0,3,-0.7194361477174572,0,0,-0.4902797934380587,True,False,True,0
1,1,-0.4120367744322925,0,0,0.7469121684912956,False,False,False,0
0,3,-2.1027333275006987,3,2,-0.08666388103324908,False,False,True,5
1,3,-0.10463740114712775,0,0,0.48910360681684706,True,False,True,0
1,3,-2.1987956316523127,2,1,-0.26066180729354516,False,False,False,3
1,1,1.4323594652786957,1,0,0.8964967865378598,True,False,False,1
0,3,-0.7962859910387483,0,0,-0.4894421904510968,True,False,True,0
1,1,2.047158211849025,0,0,0.06635974158478332,True,False,False,0
0,3,-0.10463740114712775,0,0,-0.49640476528021726,True,False,True,0
1,3,-0.48888661775358366,0,0,-0.49640476528021726,False,False,True,0
0,3,-0.10463740114712775,0,0,-0.4894421904510968,True,False,True,0
1,2,-0.8731358343600395,0,1,-0.18532384824750675,False,False,True,1
0,3,-0.642586304396166,0,0,-0.47861979608830835,True,False,True,0
1,3,-0.10463740114712775,0,0,-0.49078316061772326,False,True,False,0
0,3,-0.8731358343600395,0,0,-0.5125125150294839,False,True,False,0
0,2,-0.4120367744322925,2,0,0.8314778546749452,True,False,True,2
0,3,-0.10463740114712775,0,0,-0.4894421904510968,True,False,True,0
0,3,0.20276197213803696,1,1,-0.3363340021468808,False,True,False,2
0,2,-0.48888661775358366,0,0,-0.3866707201133388,True,False,True,0
0,1,2.2008578984916074,0,2,1.6323350375212924,True,False,False,2
1,1,1.586059151921278,2,0,2.042579288947925,True,False,True,2
0,3,0.8175607187083664,0,0,-0.5029485386158568,True,False,False,0
0,1,1.3555096219574045,0,0,-0.13322534515222276,True,False,True,0
0,3,0.5101613454232017,0,0,-0.4974960653257301,True,False,True,0
1,3,-0.7194361477174572,1,0,-0.4888542575852486,True,False,True,1
0,2,0.20276197213803696,2,0,0.8314778546749452,True,False,True,2
0,2,-0.3351869311110013,0,0,-0.3866707201133388,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.4918744606632361,True,False,True,0
0,3,1.04811024867224,0,0,-0.4863374216869257,True,False,True,0
1,1,-0.10463740114712775,1,0,0.39858208016340624,False,False,True,1
1,2,0.8175607187083664,1,1,0.13683114673782454,False,False,True,2
0,1,0.1259121288167458,1,0,0.39858208016340624,True,False,True,1
0,2,3.1230560183471017,0,0,-0.43700743807979686,True,False,True,0
1,2,0.1259121288167458,0,0,-0.3866707201133388,True,False,True,0
0,2,-0.10463740114712775,0,0,-0.6484216535389205,True,False,True,0
0,3,-0.8731358343600395,0,0,-0.4918744606632361,True,False,True,0
0,3,-0.3736118527716469,0,0,-0.4863374216869257,True,False,True,0
1,3,-0.8731358343600395,0,0,-0.45026210265472455,False,False,True,0
0,3,1.04811024867224,1,6,0.2958951755118318,False,False,True,7
1,1,0.5101613454232017,0,1,9.667166525013505,True,False,False,1
0,3,-0.10463740114712775,0,0,-0.48457563655809965,False,True,False,0
1,1,-0.18148724446841893,0,0,0.8964967865378598,True,False,False,0
0,3,-0.7194361477174572,0,0,-0.4626791642426904,True,False,True,0
0,3,-1.1805352076452043,5,2,0.2958951755118318,True,False,True,7
0,2,2.35455758513419,1,1,0.13683114673782454,True,False,True,2
0,2,-0.3351869311110013,1,2,0.18876253192945994,True,False,False,3
0,3,-1.1805352076452043,4,1,0.1506737441786005,True,False,True,5
0,3,-0.7962859910387483,0,0,-0.44363577710162005,True,False,True,0
0,3,-0.8731358343600395,0,0,-0.49145565916975514,True,False,True,0
1,1,-1.103685364323913,0,1,3.6067927997556075,False,False,True,1
1,1,0.1259121288167458,1,0,0.49925551609632224,True,False,True,1
1,3,-1.9490336408581161,0,1,-0.37828059596268965,False,False,False,1
1,3,-0.10463740114712775,0,0,0.48910360681684706,True,False,True,0
0,3,-0.3351869311110013,0,0,-0.5029485386158568,True,False,False,0
0,1,2.35455758513419,0,0,-0.11384570873513637,True,False,True,0
0,2,1.7397588385638605,0,0,-0.3766033765200472,True,False,True,0
0,3,1.1249600919935312,0,0,-0.4863374216869257,True,False,True,0
1,3,-0.10463740114712775,0,0,-0.49271407711891657,False,True,False,0
0,1,1.509209308599987,1,1,1.5841789061771412,True,False,False,2
0,3,0.9712604053509487,0,0,-0.494391296561559,True,False,True,0
1,1,-0.8731358343600395,1,0,3.9327230485884233,False,False,False,1
1,1,0.4333115021019105,0,0,-0.11913106412161445,True,False,True,0
0,3,-0.8731358343600395,0,1,-0.3573908580066095,False,False,False,1
0,3,-0.3351869311110013,0,0,-0.4925449457465493,True,True,False,0
0,3,-0.2583370877897101,1,0,-0.4902797934380587,True,False,True,1
0,2,0.7407108753870753,0,0,-0.12491978668775715,True,False,True,0
1,2,1.2018099353148224,0,0,-0.3766033765200472,False,False,True,0
1,1,0.9712604053509487,0,0,-0.11913106412161445,True,False,True,0
1,1,-0.5657364610748749,0,0,2.4029901895877646,False,False,True,0
1,3,-0.10463740114712775,1,1,-0.3414522396297103,True,False,False,2
1,1,-0.4120367744322925,0,0,0.3483299278831318,False,False,False,0
0,1,-0.10463740114712775,0,0,-0.11384570873513637,True,False,True,0
1,1,1.4323594652786957,1,0,0.39858208016340624,True,False,True,1
0,3,-0.027787557825836577,0,0,-0.457478374542396,True,False,True,0
0,2,1.7397588385638605,0,0,-0.3866707201133388,True,False,True,0
0,3,-0.7962859910387483,0,0,-0.494391296561559,True,False,True,0
1,1,0.6638610320657841,0,0,3.9327230485884233,False,False,False,0
1,2,-0.18148724446841893,0,0,-0.43700743807979686,False,False,True,0
0,3,-0.10463740114712775,0,0,-0.3363340021468808,True,True,False,0
0,3,0.2796118154593281,0,0,-0.4918744606632361,True,False,True,0
1,2,-1.7953339542155338,0,1,0.016023023618325295,False,False,True,1
0,3,-0.9499856776813307,1,0,-0.5063875431873253,True,False,True,1
0,2,0.3564616587806193,0,0,-0.3866707201133388,True,False,True,0
0,2,1.586059151921278,0,0,-0.3866707201133388,True,False,True,0
1,1,-0.18148724446841893,1,0,0.4207302360686478,True,False,True,1
0,3,-0.7194361477174572,0,0,-0.47400492578514347,True,False,True,0
1,2,0.0490622854954546,3,0,-0.22559322262067316,False,False,True,3
1,3,-0.10463740114712775,0,0,-0.4926295114327329,False,True,False,0
0,2,-0.3351869311110013,1,0,-0.12491978668775715,True,False,True,1
0,3,-0.3351869311110013,1,0,-0.4888542575852486,False,False,True,1
1,1,-0.027787557825836577,0,0,3.6067927997556075,False,False,True,0
0,3,-1.4110847376090778,0,0,-0.2701412180209885,True,False,False,0
0,2,-0.10463740114712775,0,0,-0.6484216535389205,True,False,True,0
0,2,-0.48888661775358366,0,0,-0.3866707201133388,True,False,True,0
0,2,-0.48888661775358366,0,0,-0.3866707201133388,True,False,True,0
0,3,-0.06621247948648216,0,0,-0.32425318983493084,True,False,True,0
0,3,1.4323594652786957,1,3,0.0437082184998772,False,False,True,4
1,1,0.4333115021019105,0,0,9.667166525013505,True,False,False,0
0,3,-0.10463740114712775,0,0,-0.4894421904510968,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.4894421904510968,True,False,True,0
1,1,-0.10463740114712775,0,0,-0.044381037941424326,True,False,True,0
0,1,0.5101613454232017,1,0,0.9391984311231651,True,False,True,1
1,1,-0.642586304396166,2,2,4.634416897040849,False,False,False,4
0,3,-0.4120367744322925,1,0,-0.32425318983493084,True,False,True,1
1,3,0.1259121288167458,0,0,-0.4888542575852486,True,False,True,0
0,1,3.1230560183471017,1,1,0.7811411367084872,True,False,True,2
0,3,-1.0268355210026219,1,1,-0.24069423801061057,True,False,True,2
1,2,0.0490622854954546,0,0,-0.3866707201133388,False,False,True,0
0,1,-0.7962859910387483,1,0,0.4207302360686478,True,False,True,1
0,3,0.1259121288167458,0,0,-0.49237782784290063,True,True,False,0
1,2,-1.9490336408581161,1,1,-0.18532384824750675,False,False,True,2
1,3,-1.7953339542155338,0,1,-0.397241430886295,True,False,True,1
0,3,0.2796118154593281,0,0,-0.45714212526638004,True,False,True,0
0,3,-0.48888661775358366,0,0,-0.4894421904510968,True,False,True,0
1,2,1.4323594652786957,1,2,0.6603330135889879,False,False,True,3
1,2,-2.2049436191180156,1,1,-0.35646868933346404,True,False,True,2
0,3,-0.10463740114712775,0,0,-0.49145565916975514,True,False,True,0
0,2,-0.8731358343600395,0,0,-0.41687275089321363,True,False,True,0
0,3,0.3564616587806193,0,0,-0.4863374216869257,True,False,True,0
1,1,0.2796118154593281,0,0,1.093228788100527,False,False,True,0
0,3,-0.10463740114712775,0,0,-0.35646868933346404,True,False,True,0
0,3,0.8944105620296575,0,0,-0.5049620073345151,True,False,True,0
1,3,-0.7194361477174572,0,0,-0.5028639729296732,True,False,False,0
1,1,0.5101613454232017,1,2,1.7677408088510642,False,False,True,3
0,3,-1.0268355210026219,0,0,-0.4918744606632361,True,False,True,0
1,1,1.6629089952425693,1,0,0.921244330558889,False,False,True,1
0,1,-0.10463740114712775,0,0,0.1489119590497745,True,False,False,0
0,3,0.0874872071561002,0,0,-0.49237782784290063,False,True,False,0
0,3,-0.10463740114712775,1,0,-0.1621689579829361,True,True,False,1
0,3,0.20276197213803696,0,0,-0.4800453319411184,True,False,True,0
0,3,-0.4120367744322925,0,0,-0.45714212526638004,True,False,True,0
0,3,1.4323594652786957,0,0,-0.4902797934380587,True,False,True,0
0,2,2.124008055170316,0,0,-0.43700743807979686,False,False,True,0
0,3,-0.10463740114712775,0,0,-0.5029485386158568,True,False,False,0
1,2,1.8934585252064429,1,3,-0.18532384824750675,False,False,True,4
0,3,-0.8731358343600395,0,0,-0.49237782784290063,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.49237782784290063,True,True,False,0
1,3,-1.872183797536825,0,0,-0.397241430886295,False,False,True,0
0,3,-0.10463740114712775,0,0,-0.4926295114327329,True,True,False,0
1,1,1.04811024867224,0,1,3.6067927997556075,False,False,True,1
1,3,-1.2573850509664954,0,0,-0.5028639729296732,False,False,False,0
1,1,-0.9499856776813307,1,0,0.49925551609632224,False,False,True,1
0,1,-0.027787557825836577,0,0,-0.044381037941424326,True,False,True,0
0,3,-0.10463740114712775,1,2,-0.17626323901354432,True,False,True,3
0,3,-0.3351869311110013,0,0,-0.5064721088735089,True,False,True,0
0,3,-0.3351869311110013,0,0,-0.5024451714361923,True,False,True,0
1,3,-0.8731358343600395,0,0,-0.4974960653257301,False,False,True,0
0,3,-1.6416342675729514,4,1,-0.061998889229684634,True,True,False,5
1,3,-2.17958317082199,1,2,-0.23415046467497105,True,False,True,3
0,1,1.2786597786361136,0,0,0.9462455716384695,True,False,False,0
